Stg TypeStg      Time/Vol   TotReturnSI       LayerSI        WellSI          Wprd          Temp
  1       1         0.0975    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.0979    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.0983    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.0987    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.0991    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.0995    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1000    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1004    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1008    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1012    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1016    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1020    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1025    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1029    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1033    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1037    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1041    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1045    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1050    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1054    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1058    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1062    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1066    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1070    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1075    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1079    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1083    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1087    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1091    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1095    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1100    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1104    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1108    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1112    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1116    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1120    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1125    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1129    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1133    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1137    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1141    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1145    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1150    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1154    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1158    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1162    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1166    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  1       1         0.1170    75000.0000    75000.0000    75000.0000    75000.0000        0.0000
  2       2         0.1174        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1179        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1183        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1187        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1191        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1195        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1199        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1204        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1208        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1212        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1216        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1220        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1224        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1229        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1233        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1237        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1241        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1245        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1249        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1254        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1258        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1262        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1266        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1270        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1274        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1279        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1283        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1287        0.0000        0.0000        0.0000        0.0000        0.0000
  2       2         0.1291        0.0000        0.0000        0.0000        0.0000        0.0000
